,name,handedness,height,weight,avg,HR,height_group,weight_group,avg_group
1062,Jim Beauchamp,R,74,190,0.231,14,"(73, 74]","(185, 190]","[0.22, 0.24)"
1063,Terry Wilshusen,R,74,210,0.0,0,"(73, 74]","(205, 210]","[0.0, 0.02)"
1064,Tito Fuentes,B,71,175,0.268,45,"(70, 71]","(170, 175]","[0.26, 0.28)"
1065,Ron Brand,R,67,167,0.239,3,"(66, 67]","(165, 170]","[0.22, 0.24)"
1066,Leo Cardenas,R,71,150,0.257,118,"(70, 71]","(145, 150]","[0.24, 0.26)"
1067,Art Shamsky,L,73,168,0.253,68,"(72, 73]","(165, 170]","[0.24, 0.26)"
1068,Steve Ellsworth,R,80,220,0.0,0,"(79, 80]","(215, 220]","[0.0, 0.02)"
1069,Ron Cey,R,70,185,0.261,316,"(69, 70]","(180, 185]","[0.26, 0.28)"
1070,Skip Jutze,R,71,190,0.215,3,"(70, 71]","(185, 190]","[0.2, 0.22)"
1071,Butch Wynegar,B,73,190,0.255,65,"(72, 73]","(185, 190]","[0.24, 0.26)"
1072,Ron LeFlore,R,72,200,0.28800000000000003,59,"(71, 72]","(195, 200]","[0.28, 0.3)"
1073,Bill Russell,R,72,175,0.263,46,"(71, 72]","(170, 175]","[0.26, 0.28)"
1074,Gene Tenace,R,72,190,0.24100000000000002,201,"(71, 72]","(185, 190]","[0.24, 0.26)"
1075,Bubba Morton,R,70,175,0.267,14,"(69, 70]","(170, 175]","[0.26, 0.28)"
1076,Ellie Rodriguez,R,71,185,0.245,16,"(70, 71]","(180, 185]","[0.24, 0.26)"
1077,Darrel Chaney,B,74,188,0.217,14,"(73, 74]","(185, 190]","[0.2, 0.22)"
1078,Dick Nen,L,74,200,0.22399999999999998,21,"(73, 74]","(195, 200]","[0.22, 0.24)"
1079,Bryan Kelly,R,74,195,0.0,0,"(73, 74]","(190, 195]","[0.0, 0.02)"
1080,Bill Freehan,R,75,203,0.262,200,"(74, 75]","(200, 205]","[0.26, 0.28)"
1081,Steve Nicosia,R,70,185,0.248,11,"(69, 70]","(180, 185]","[0.24, 0.26)"
1082,Ted Savage,R,73,185,0.233,34,"(72, 73]","(180, 185]","[0.22, 0.24)"
1083,Pete Mackanin,R,74,190,0.226,30,"(73, 74]","(185, 190]","[0.22, 0.24)"
1084,Rich Dauer,R,72,180,0.257,43,"(71, 72]","(175, 180]","[0.24, 0.26)"
1085,Mick Kelleher,R,69,176,0.213,0,"(68, 69]","(175, 180]","[0.2, 0.22)"
1086,Rowland Office,L,72,170,0.259,32,"(71, 72]","(165, 170]","[0.24, 0.26)"
1087,Rick Leach,L,73,180,0.268,18,"(72, 73]","(175, 180]","[0.26, 0.28)"
1088,Dwayne Murphy,L,73,185,0.24600000000000002,166,"(72, 73]","(180, 185]","[0.24, 0.26)"
1089,Larry Harlow,L,74,185,0.248,12,"(73, 74]","(180, 185]","[0.24, 0.26)"
1090,Mike Epstein,L,75,230,0.244,130,"(74, 75]","(225, 230]","[0.24, 0.26)"
1091,Jerry Mumphrey,B,74,185,0.289,70,"(73, 74]","(180, 185]","[0.28, 0.3)"
1092,Don Sutton,R,73,185,0.14400000000000002,0,"(72, 73]","(180, 185]","[0.14, 0.16)"
1093,Glenn Beckert,R,73,190,0.28300000000000003,22,"(72, 73]","(185, 190]","[0.28, 0.3)"
1094,Ron Davis,R,72,175,0.233,10,"(71, 72]","(170, 175]","[0.22, 0.24)"
1095,Mike Shannon,R,75,195,0.255,68,"(74, 75]","(190, 195]","[0.24, 0.26)"
1096,Jason Thompson,L,76,200,0.261,208,"(75, 76]","(195, 200]","[0.26, 0.28)"
1097,Wayne Tolleson,B,69,160,0.24100000000000002,9,"(68, 69]","(155, 160]","[0.24, 0.26)"
1098,John Leister,R,74,200,0.0,0,"(73, 74]","(195, 200]","[0.0, 0.02)"
1099,Don Cooper,R,73,185,0.0,0,"(72, 73]","(180, 185]","[0.0, 0.02)"
1100,Mike Jorgensen,L,72,195,0.243,95,"(71, 72]","(190, 195]","[0.24, 0.26)"
1101,Ed Romero,R,71,160,0.247,8,"(70, 71]","(155, 160]","[0.24, 0.26)"
1102,Rick Joseph,R,73,192,0.243,13,"(72, 73]","(190, 195]","[0.24, 0.26)"
1103,Cecil Cooper,L,74,165,0.298,241,"(73, 74]","(160, 165]","[0.28, 0.3)"
1104,Bill Almon,R,75,180,0.254,36,"(74, 75]","(175, 180]","[0.24, 0.26)"
1105,Joe Ferguson,R,74,200,0.24,122,"(73, 74]","(195, 200]","[0.24, 0.26)"
1106,Jeff Jones,R,75,210,0.0,0,"(74, 75]","(205, 210]","[0.0, 0.02)"
1107,Jerry Terrell,R,71,165,0.253,4,"(70, 71]","(160, 165]","[0.24, 0.26)"
1108,John Poloni,L,77,210,0.0,0,"(76, 77]","(205, 210]","[0.0, 0.02)"
1109,Dave Revering,L,76,210,0.265,62,"(75, 76]","(205, 210]","[0.26, 0.28)"
1110,Curt Ford,L,70,150,0.245,7,"(69, 70]","(145, 150]","[0.24, 0.26)"
1111,Jerry Dybzinski,R,74,180,0.23399999999999999,3,"(73, 74]","(175, 180]","[0.22, 0.24)"
1112,Mike Willis,L,74,205,0.0,0,"(73, 74]","(200, 205]","[0.0, 0.02)"
1113,Bob Burda,L,71,174,0.22399999999999998,13,"(70, 71]","(170, 175]","[0.22, 0.24)"
1114,Jesse Gonder,L,70,180,0.251,26,"(69, 70]","(175, 180]","[0.24, 0.26)"
1115,Gary Sutherland,R,72,185,0.243,24,"(71, 72]","(180, 185]","[0.24, 0.26)"
1116,Bob Coluccio,R,71,183,0.22,26,"(70, 71]","(180, 185]","[0.22, 0.24)"
1117,Dave Rader,L,71,165,0.257,30,"(70, 71]","(160, 165]","[0.24, 0.26)"
1118,Ron Gardenhire,R,72,175,0.23199999999999998,4,"(71, 72]","(170, 175]","[0.22, 0.24)"
1119,Bill Sharp,L,70,178,0.255,9,"(69, 70]","(175, 180]","[0.24, 0.26)"
1120,Alan Bannister,R,71,170,0.27,19,"(70, 71]","(165, 170]","[0.26, 0.28)"
1121,Bob Watson,R,72,201,0.295,184,"(71, 72]","(200, 205]","[0.28, 0.3)"
1122,Ken Harrelson,R,74,190,0.239,131,"(73, 74]","(185, 190]","[0.22, 0.24)"
1123,Bobby Wine,R,73,187,0.215,30,"(72, 73]","(185, 190]","[0.2, 0.22)"
1124,Stefan Wever,R,80,245,0.0,0,"(79, 80]","(240, 245]","[0.0, 0.02)"
1125,John Kennedy,R,72,185,0.225,32,"(71, 72]","(180, 185]","[0.22, 0.24)"
1126,Chico Ruiz,B,72,169,0.24,2,"(71, 72]","(165, 170]","[0.24, 0.26)"
1127,Dave Johnson,R,73,183,0.0,0,"(72, 73]","(180, 185]","[0.0, 0.02)"
1128,Gail Hopkins,L,70,198,0.266,25,"(69, 70]","(195, 200]","[0.26, 0.28)"
1129,Doug Frobel,L,76,196,0.201,20,"(75, 76]","(195, 200]","[0.2, 0.22)"
1130,Luis Melendez,R,72,165,0.248,9,"(71, 72]","(160, 165]","[0.24, 0.26)"
1131,Jerry Augustine,L,72,183,0.0,0,"(71, 72]","(180, 185]","[0.0, 0.02)"
1132,Bill Plummer,R,73,190,0.188,14,"(72, 73]","(185, 190]","[0.18, 0.2)"
1133,Buck Rodgers,B,74,190,0.23199999999999998,31,"(73, 74]","(185, 190]","[0.22, 0.24)"
1134,Phil Niekro,R,73,180,0.16899999999999998,7,"(72, 73]","(175, 180]","[0.16, 0.18)"
1135,Jeff Holly,L,77,210,0.0,0,"(76, 77]","(205, 210]","[0.0, 0.02)"
1136,Tom Poquette,L,70,175,0.268,10,"(69, 70]","(170, 175]","[0.26, 0.28)"
1137,Eric Hetzel,R,75,175,0.0,0,"(74, 75]","(170, 175]","[0.0, 0.02)"
1138,Brian Asselstine,L,73,175,0.254,12,"(72, 73]","(170, 175]","[0.24, 0.26)"
1139,Rick Miller,L,72,175,0.26899999999999996,28,"(71, 72]","(170, 175]","[0.26, 0.28)"
1140,Ed Charles,R,70,170,0.263,86,"(69, 70]","(165, 170]","[0.26, 0.28)"
1141,Luis Gomez,R,69,150,0.21,0,"(68, 69]","(145, 150]","[0.2, 0.22)"
1142,Dave Lemanczyk,R,76,235,0.0,0,"(75, 76]","(230, 235]","[0.0, 0.02)"
1143,Al Jones,R,76,210,0.0,0,"(75, 76]","(205, 210]","[0.0, 0.02)"
1144,Floyd Rayford,R,70,190,0.244,38,"(69, 70]","(185, 190]","[0.24, 0.26)"
1145,Sam Hinds,R,78,215,0.0,0,"(77, 78]","(210, 215]","[0.0, 0.02)"
1146,Tony Conigliaro,R,75,185,0.264,166,"(74, 75]","(180, 185]","[0.26, 0.28)"
1147,Clay Christiansen,R,77,205,0.0,0,"(76, 77]","(200, 205]","[0.0, 0.02)"
1148,Jim Barr,R,75,205,0.162,1,"(74, 75]","(200, 205]","[0.16, 0.18)"
1149,Jerry Remy,L,69,165,0.275,7,"(68, 69]","(160, 165]","[0.26, 0.28)"
1150,Larry Rothschild,L,74,180,0.0,0,"(73, 74]","(175, 180]","[0.0, 0.02)"
1151,Frank Duffy,R,73,180,0.23199999999999998,26,"(72, 73]","(175, 180]","[0.22, 0.24)"
1152,Gary Lance,B,75,195,0.0,0,"(74, 75]","(190, 195]","[0.0, 0.02)"
1153,Tom O'Malley,L,72,180,0.256,13,"(71, 72]","(175, 180]","[0.24, 0.26)"
1154,Phil Garner,R,70,175,0.26,109,"(69, 70]","(170, 175]","[0.26, 0.28)"
1155,Larry Pashnick,R,75,205,0.0,0,"(74, 75]","(200, 205]","[0.0, 0.02)"
1156,Todd Fischer,R,70,170,0.0,0,"(69, 70]","(165, 170]","[0.0, 0.02)"
